year,imdb,title,test,clean_test,binary,budget,domgross,intgross,genre,Horror,Comedy,Action,Romance,Sci-Fi,Drama,Historic Fiction,Fantasy,Thriller,Sum
2004,tt0337563,13 Going on 30,ok,ok,PASS,30000000,57139723,96439723,"Comedy, Fantasy, Romance",0,1,0,1,0,0,0,1,0,3
2004,tt0212712,2046,ok,ok,PASS,12000000,1442338,19202856,"Drama, Romance, Sci-Fi",0,0,0,1,1,1,0,0,0,3
2004,tt0343660,50 First Dates,men-disagree,men,FAIL,75000000,120776832,196324496,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2004,tt0356470,A Cinderella Story,ok,ok,PASS,19000000,51438175,70067909,"Comedy, Family, Romance",0,1,0,1,0,0,0,0,0,2
2004,tt0359423,A Home at the End of The World,dubious,dubious,FAIL,6500000,1029017,1033810,"Drama, Romance",0,0,0,1,0,1,0,0,0,2
2004,tt0344510,A Very Long Engagement,ok,ok,PASS,55000000,6167817,59606587,"Drama, Mystery, Romance",0,0,0,1,0,1,0,0,0,2
2004,tt0357413,Anchorman: The Legend of Ron Burgundy,men-disagree,men,FAIL,25000000,84136909,89366354,Comedy,0,1,0,0,0,0,0,0,0,1
2004,tt0327437,Around the World in 80 Days,notalk,notalk,FAIL,110000000,24004159,72004159,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2004,tt0370263,AVP: Alien vs. Predator,dubious-disagree,dubious,FAIL,70000000,80281096,172543519,"Action, Adventure, Horror",1,0,1,0,0,0,0,0,0,2
2004,tt0414852,Banlieue 13,nowomen,nowomen,FAIL,15000000,1200216,11208291,"Action, Crime, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2004,tt0381681,Before Sunset,nowomen,nowomen,FAIL,2000000,5792822,11293790,"Drama, Romance",0,0,0,1,0,1,0,0,0,2
2004,tt0317198,Bridget Jones: The Edge of Reason,ok,ok,PASS,50000000,40203020,263894551,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2004,tt0327554,Catwoman,ok,ok,PASS,100000000,40202379,82145379,"Action, Crime, Fantasy",0,0,1,0,0,0,0,1,0,2
2004,tt0337921,Cellular,ok,ok,PASS,45000000,32003620,61475984,"Action, Crime, Thriller",0,0,1,0,0,0,0,0,1,2
2004,tt0376541,Closer,ok,ok,PASS,35000000,33987757,115476509,"Drama, Romance",0,0,0,1,0,1,0,0,0,2
2004,tt0369339,Collateral,nowomen-disagree,nowomen,FAIL,60000000,100170152,217670152,"Crime, Drama, Thriller",0,0,0,0,0,1,0,0,1,2
2004,tt0345074,Connie and Carla,ok,ok,PASS,20000000,8047525,8047525,"Comedy, Crime, Music",0,1,0,0,0,0,0,0,0,1
2004,tt0375679,Crash,ok,ok,PASS,7303082,55334418,101173038,"Crime, Drama, Thriller",0,0,0,0,0,1,0,0,1,2
2004,tt0367631,D.E.B.S.,ok,ok,PASS,3500000,96793,96793,"Action, Comedy, Romance",0,1,1,1,0,0,0,0,0,3
2004,tt0363547,Dawn of the Dead,ok,ok,PASS,28000000,58990765,103452875,"Action, Horror",1,0,1,0,0,0,0,0,0,2
2004,tt0364725,Dodgeball: A True Underdog Story,ok,ok,PASS,30000000,114326736,167791704,"Comedy, Sport",0,1,0,0,0,0,0,0,0,1
2004,tt0327679,Ella Enchanted,ok,ok,PASS,35000000,22913677,22913677,"Comedy, Family, Fantasy",0,1,0,0,0,0,0,1,0,2
2004,tt0338013,Eternal Sunshine of the Spotless Mind,men,men,FAIL,20000000,34366518,72993444,"Drama, Romance, Sci-Fi",0,0,0,1,1,1,0,0,0,3
2004,tt0349416,Eulogy,ok,ok,PASS,10000000,70527,70527,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2004,tt0308644,Finding Neverland,ok,ok,PASS,25000000,51676606,115036108,"Biography, Drama, Family",0,0,0,0,0,1,1,0,0,2
2004,tt0377062,Flight of the Phoenix,nowomen,nowomen,FAIL,75000000,21009180,34009180,"Action, Adventure, Drama",0,0,1,0,0,1,0,0,0,2
2004,tt0333766,Garden State,ok,ok,PASS,2500000,26782316,36028802,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2004,tt0366551,Harold and Kumar Go to White Castle,ok-disagree,ok,PASS,9000000,18225165,18225165,"Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2004,tt0304141,Harry Potter and the Prisoner of  Azkaban,ok,ok,PASS,130000000,249538952,796688549,"Adventure, Family, Fantasy",0,0,1,0,0,0,0,1,0,2
2004,tt0167190,Hellboy,notalk,notalk,FAIL,60000000,59623958,99823958,"Action, Fantasy, Horror",1,0,1,0,0,0,0,1,0,3
2004,tt0299172,Home on the Range,ok,ok,PASS,110000000,50026353,76482461,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2004,tt0356721,I Heart Huckabees,ok,ok,PASS,22000000,12784713,20034713,Comedy,0,1,0,0,0,0,0,0,0,1
2004,tt0343818,"I, Robot",notalk-disagree,notalk,FAIL,105000000,144801023,348601023,"Action, Drama, Sci-Fi",0,0,1,0,1,1,0,0,0,3
2004,tt0385267,In Good Company,notalk,notalk,FAIL,26000000,45489752,63489752,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2004,tt0362269,Kinsey,ok,ok,PASS,11000000,10214647,13000959,"Biography, Drama, Romance",0,0,0,1,0,1,1,0,0,3
2004,tt0373074,Kung Fu Hustle,nowomen-disagree,nowomen,FAIL,20000000,17104669,101004669,"Action, Comedy, Fantasy",0,1,1,0,0,0,0,1,0,3
2004,tt0375912,Layer Cake,notalk,notalk,FAIL,6500000,2339957,11850214,"Action, Crime, Drama",0,0,1,0,0,1,0,0,0,2
2004,tt0339291,Lemony Snicket&#39;s A Series of Unfortunate Events,ok,ok,PASS,100000000,118627117,201627117,"Adventure, Comedy, Family",0,1,1,0,0,0,0,0,0,2
2004,tt0390221,Maria Full of Grace,ok,ok,PASS,3200000,6529624,14441158,"Crime, Drama",0,0,0,0,0,1,0,0,0,1
2004,tt0377092,Mean Girls,ok,ok,PASS,18000000,86047227,130953026,Comedy,0,1,0,0,0,0,0,0,0,1
2004,tt0405159,Million Dollar Baby,ok,ok,PASS,30000000,100492203,232016402,"Drama, Sport",0,0,0,0,0,1,0,0,0,1
2004,tt0349825,Miracle,notalk,notalk,FAIL,28000000,64378093,64474705,"Biography, Drama, History",0,0,0,0,0,1,1,0,0,2
2004,tt0382189,My Summer of Love,ok,ok,PASS,1700000,1000915,4951476,"Drama, Romance",0,0,0,1,0,1,0,0,0,2
2004,tt0374900,Napoleon Dynamite,notalk-disagree,notalk,FAIL,400000,44540956,46122713,Comedy,0,1,0,0,0,0,0,0,0,1
2004,tt0363282,New York Minute,notalk-disagree,notalk,FAIL,40000000,14018364,21215882,"Comedy, Crime, Family",0,1,0,0,0,0,0,0,0,1
2004,tt0390384,Primer,notalk,notalk,FAIL,7000,424760,565846,"Drama, Sci-Fi, Thriller",0,0,0,0,1,1,0,0,1,3
2004,tt0350028,Raising Helen,ok,ok,PASS,50000000,37485528,43340302,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2004,tt0350258,Ray,dubious,dubious,FAIL,40000000,75305995,124823094,"Biography, Drama, Music",0,0,0,0,0,1,1,0,0,2
2004,tt0318627,Resident Evil: Apocalypse,ok,ok,PASS,50000000,50740078,128940078,"Action, Horror, Sci-Fi",1,0,1,0,1,0,0,0,0,3
2004,tt0332375,Saved!,ok-disagree,ok,PASS,5000000,8886160,10228228,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2004,tt0387564,Saw,men-disagree,men,FAIL,1200000,55185045,103096345,"Horror, Mystery",1,0,0,0,0,0,0,0,0,1
2004,tt0363988,Secret Window,notalk,notalk,FAIL,40000000,47958031,92111551,"Drama, Mystery, Thriller",0,0,0,0,0,1,0,0,1,2
2004,tt0307453,Shark Tale,notalk,notalk,FAIL,75000000,161412000,367825111,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2004,tt0365748,Shaun of the Dead,ok-disagree,ok,PASS,5000000,13542874,30332385,"Comedy, Horror",1,1,0,0,0,0,0,0,0,2
2004,tt0298148,Shrek 2,ok-disagree,ok,PASS,70000000,441226247,937008132,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2004,tt0375063,Sideways,ok,ok,PASS,17000000,71502303,109874155,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2004,tt0346156,Sky Captain and the World of Tomorrow,ok-disagree,ok,PASS,70000000,37760080,49730854,"Action, Adventure, Mystery",0,0,1,0,0,0,0,0,0,1
2004,tt0371246,Spanglish,ok,ok,PASS,75000000,42044321,54344321,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2004,tt0316654,Spider-Man 2,notalk-disagree,notalk,FAIL,200000000,373524485,783705001,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2004,tt0372588,Team America: World Police,men,men,FAIL,20000000,32774834,50274834,"Action, Comedy",0,1,1,0,0,0,0,0,0,2
2004,tt0338751,The Aviator,notalk,notalk,FAIL,110000000,102608827,214608827,"Biography, Drama",0,0,0,0,0,1,1,0,0,2
2004,tt0372183,The Bourne Supremacy,men,men,FAIL,85000000,176087450,288587450,"Action, Mystery, Thriller",0,0,1,0,0,0,0,0,1,2
2004,tt0289879,The Butterfly Effect,men-disagree,men,FAIL,13000000,57924679,96046844,"Drama, Sci-Fi, Thriller",0,0,0,0,1,1,0,0,1,3
2004,tt0296572,The Chronicles of Riddick,men-disagree,men,FAIL,120000000,57712751,107212751,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2004,tt0319262,The Day After Tomorrow,ok,ok,PASS,125000000,186740799,556319450,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2004,tt0391198,The Grudge,ok,ok,PASS,10000000,110359362,187281115,"Horror, Mystery, Thriller",1,0,0,0,0,0,0,0,1,2
2004,tt0317705,The Incredibles,ok-disagree,ok,PASS,92000000,261441092,632107545,"Animation, Action, Adventure",0,0,1,0,0,0,0,0,0,1
2004,tt0362270,The Life Aquatic with Steve Zissou,men,men,FAIL,50000000,24006726,34806726,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2004,tt0332280,The Notebook,dubious,dubious,FAIL,30000000,81001787,102276787,"Drama, Romance",0,0,0,1,0,1,0,0,0,2
2004,tt0293508,The Phantom of the Opera,men-disagree,men,FAIL,55000000,51225796,158225796,"Drama, Musical, Romance",0,0,0,1,0,1,0,0,0,2
2004,tt0338348,The Polar Express,notalk,notalk,FAIL,170000000,194949659,319049659,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2004,tt0368933,The Princess Diaries 2: Royal Engagement,ok,ok,PASS,45000000,95149435,122071435,"Comedy, Family, Romance",0,1,0,1,0,0,0,0,0,2
2004,tt0327162,The Stepford Wives,ok,ok,PASS,100000000,59475623,96221971,"Comedy, Horror, Sci-Fi",1,1,0,0,1,0,0,0,0,3
2004,tt0362227,The Terminal,notalk,notalk,FAIL,75000000,77073959,218673959,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2004,tt0368447,The Village,ok,ok,PASS,71682975,114197520,257641634,"Drama, Mystery, Thriller",0,0,0,0,0,1,0,0,1,2
2004,tt0327247,The Whole Ten Yards,notalk,notalk,FAIL,30000000,16323969,26323969,"Comedy, Crime, Thriller",0,1,0,0,0,0,0,0,1,2
2004,tt0332452,Troy,notalk,notalk,FAIL,150000000,133298577,484161265,"Drama, History",0,0,0,0,0,1,0,0,0,1
2004,tt0338526,Van Helsing,ok,ok,PASS,170000000,120150546,300150546,"Action, Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2004,tt0383694,Vera Drake,ok,ok,PASS,11000000,3753806,13353855,"Crime, Drama",0,0,0,0,0,1,0,0,0,1
2004,tt0381707,White Chicks,ok,ok,PASS,20000000,69148997,111448997,"Comedy, Crime",0,1,0,0,0,0,0,0,0,1
2004,tt0360201,Wimbledon,ok,ok,PASS,35000000,16862585,41666476,"Comedy, Romance, Sport",0,1,0,1,0,0,0,0,0,2
2003,tt0322259,2 Fast 2 Furious,notalk,notalk,FAIL,76000000,127120058,236220058,"Action, Crime, Thriller",0,0,1,0,0,0,0,0,1,2
2003,tt0315733,21 grams,dubious,dubious,FAIL,20000000,16248701,59667625,"Crime, Drama, Thriller",0,0,0,0,0,1,0,0,1,2
2003,tt0319061,Big Fish,notalk-disagree,notalk,FAIL,70000000,66432867,123432867,"Adventure, Drama, Fantasy",0,0,1,0,0,1,0,1,0,3
2003,tt0310778,Bon voyage,ok,ok,PASS,20000000,2353728,8361736,"Comedy, Drama, Mystery",0,1,0,0,0,1,0,0,0,2
2003,tt0315327,Bruce Almighty,ok,ok,PASS,81000000,242704995,483473962,"Comedy, Fantasy",0,1,0,0,0,0,0,1,0,2
2003,tt0305357,Charlie&#39;s Angels: Full Throttle,ok,ok,PASS,120000000,100814328,227200000,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2003,tt0159365,Cold Mountain,ok,ok,PASS,80000000,95632614,161632614,"Adventure, Drama, History",0,0,1,0,0,1,0,0,0,2
2003,tt0306685,Cradle 2 the Grave,notalk,notalk,FAIL,25000000,34657731,56434942,"Action, Crime, Drama",0,0,1,0,0,1,0,0,0,2
2003,tt0317303,Daddy Day Care,ok,ok,PASS,60000000,104148781,164285587,"Comedy, Family",0,1,0,0,0,0,0,0,0,1
2003,tt0287978,Daredevil,nowomen-disagree,nowomen,FAIL,80000000,102543518,182782518,"Action, Crime",0,0,1,0,0,0,0,0,0,1
2003,tt0282209,Darkness Falls,notalk,notalk,FAIL,7000000,32539681,32539681,"Fantasy, Horror, Mystery",1,0,0,0,0,0,0,1,0,2
2003,tt0285531,Dreamcatcher,nowomen,nowomen,FAIL,68000000,33685268,75685268,"Drama, Horror, Sci-Fi",1,0,0,0,1,1,0,0,0,3
2003,tt0309593,Final Destination 2,ok,ok,PASS,26000000,46896664,90396664,"Horror, Thriller",1,0,0,0,0,0,0,0,1,2
2003,tt0266543,Finding Nemo,notalk-disagree,notalk,FAIL,94000000,380529370,906465556,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2003,tt0322330,Freaky Friday,ok,ok,PASS,26000000,110222438,160822438,"Comedy, Family, Fantasy",0,1,0,0,0,0,0,1,0,2
2003,tt0335119,Girl with a Pearl Earring,ok,ok,PASS,12000000,11634362,43281552,"Biography, Drama, Romance",0,0,0,1,0,1,1,0,0,3
2003,tt0301357,Goodbye Lenin!,ok-disagree,ok,PASS,6400000,4063859,79384539,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2003,tt0311289,Holes,men-disagree,men,FAIL,20000000,67383924,72383924,"Adventure, Comedy, Drama",0,1,1,0,0,1,0,0,0,3
2003,tt0329717,Hollywood Homicide,notalk,notalk,FAIL,75000000,30207785,51107785,"Action, Comedy, Crime",0,1,1,0,0,0,0,0,0,2
2003,tt0315983,House of Sand and Fog,ok,ok,PASS,16500000,13005485,16157923,"Crime, Drama",0,0,0,0,0,1,0,0,0,1
2003,tt0251127,How to Lose a Guy in 10 Days,men-disagree,men,FAIL,50000000,105807520,177079973,"Comedy, Romance",0,1,0,1,0,0,0,0,0,2
2003,tt0286716,Hulk,notalk,notalk,FAIL,137000000,132177234,245229234,"Action, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2003,tt0309698,Identity,notalk,notalk,FAIL,28000000,52131264,82183683,"Mystery, Thriller",0,0,0,0,0,0,0,0,1,1
2003,tt0199626,In the Cut,ok,ok,PASS,12000000,4717455,23693646,"Mystery, Thriller",0,0,0,0,0,0,0,0,1,1
2003,tt0301470,Jeepers Creepers II,ok,ok,PASS,25000000,35623801,35623801,Horror,1,0,0,0,0,0,0,0,0,1
2003,tt0266697,Kill Bill: Vol. 1,ok-disagree,ok,PASS,55000000,70098138,180098138,"Action, Crime, Thriller",0,0,1,0,0,0,0,0,1,2
2003,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,nowomen-disagree,nowomen,FAIL,90000000,65653758,156453758,"Action, Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2003,tt0333780,"Legally Blonde 2: Red, White &amp; Blonde",ok,ok,PASS,25000000,90639088,125339088,Comedy,0,1,0,0,0,0,0,0,0,1
2003,tt0286244,Les triplettes de Belleville,ok,ok,PASS,2000000,7301288,14440113,"Animation, Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2003,tt0335266,Lost In Translation,dubious-disagree,dubious,FAIL,4000000,44585453,112550685,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2003,tt0314331,Love Actually,ok-disagree,ok,PASS,45000000,59472278,247967903,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2003,tt0311113,Master and Commander: The Far Side of the World,nowomen,nowomen,FAIL,135000000,93926386,212912137,"Action, Adventure, Drama",0,0,1,0,0,1,0,0,0,2
2003,tt0304415,Mona Lisa Smile,ok,ok,PASS,65000000,63803100,141205169,Drama,0,0,0,0,0,1,0,0,0,1
2003,tt0340855,Monster,ok,ok,PASS,5000000,34469210,58003694,"Biography, Crime, Drama",0,0,0,0,0,1,1,0,0,2
2003,tt0327056,Mystic River,ok,ok,PASS,30000000,90135191,156835191,"Crime, Drama, Mystery",0,0,0,0,0,1,0,0,0,1
2003,tt0316396,Peter Pan,ok,ok,PASS,100000000,48417850,95255485,"Adventure, Family, Fantasy",0,0,1,0,0,0,0,1,0,2
2003,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,men-disagree,men,FAIL,125000000,305411224,634954103,"Action, Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2003,tt0366920,Pride and Prejudice,ok,ok,PASS,28000000,38372662,120918508,"Comedy, Romance",0,1,0,1,0,0,0,0,0,2
2003,tt0257076,S.W.A.T.,ok,ok,PASS,70000000,116877597,207154748,"Action, Adventure, Crime",0,0,1,0,0,0,0,0,0,1
2003,tt0306047,Scary Movie 3,ok,ok,PASS,45000000,110000082,155200000,"Comedy, Horror",1,1,0,0,0,0,0,0,0,2
2003,tt0327137,Secondhand Lions,notalk,notalk,FAIL,30000000,42070939,47902566,"Comedy, Drama, Family",0,1,0,0,0,1,0,0,0,2
2003,tt0300471,Shanghai Knights,notalk,notalk,FAIL,50000000,60470220,88316835,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2003,tt0323944,Shattered Glass,men,men,FAIL,6000000,2207975,2932719,"Drama, History",0,0,0,0,0,1,0,0,0,1
2003,tt0165982,Sinbad: Legend of the Seven Seas,men,men,FAIL,60000000,26483452,80767884,"Animation, Adventure, Family",0,0,1,0,0,0,0,0,0,1
2003,tt0337741,Something&#39;s Gotta Give,dubious,dubious,FAIL,80000000,124685242,266685242,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2003,tt0338459,Spy Kids 3-D: Game Over,ok,ok,PASS,40000000,111760631,167851995,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2003,tt0324133,Swimming Pool,ok,ok,PASS,7800000,10130108,22441323,"Crime, Drama, Mystery",0,0,0,0,0,1,0,0,0,1
2003,tt0181852,Terminator 3: Rise of the Machines,ok,ok,PASS,170000000,150358296,433058296,"Action, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2003,tt0298814,The Core,ok,ok,PASS,85000000,31111260,74132631,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2003,tt0317740,The Italian Job,notalk-disagree,notalk,FAIL,60000000,106126012,176262839,"Action, Crime, Thriller",0,0,1,0,0,0,0,0,1,2
2003,tt0283426,The Jungle Book 2,nowomen-disagree,nowomen,FAIL,20000000,47901582,135703599,"Animation, Adventure, Family",0,0,1,0,0,0,0,0,0,1
2003,tt0325710,The Last Samurai,nowomen,nowomen,FAIL,140000000,111110575,456810575,"Action, Drama, War",0,0,1,0,0,1,0,0,0,2
2003,tt0311429,The League of Extraordinary Gentlemen,nowomen,nowomen,FAIL,78000000,66465204,179265204,"Action, Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2003,tt0167260,The Lord of the Rings: The Return of the King,notalk,notalk,FAIL,94000000,377845905,1141408667,"Action, Adventure, Drama",0,0,1,0,0,1,0,0,0,2
2003,tt0234215,The Matrix Reloaded,ok-disagree,ok,PASS,127000000,281553689,738576929,"Action, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2003,tt0242653,The Matrix Revolutions,ok-disagree,ok,PASS,110000000,139259759,424259759,"Action, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2003,tt0338188,The Missing,ok,ok,PASS,65000000,26900336,38253433,"Adventure, Thriller, Western",0,0,1,0,0,0,0,0,1,2
2003,tt0332379,The School of Rock,dubious,dubious,FAIL,20000000,81261177,131161177,"Comedy, Music",0,1,0,0,0,0,0,0,0,1
2003,tt0328538,Thirteen,ok,ok,PASS,2000000,4601043,9505996,Drama,0,0,0,0,0,1,0,0,0,1
2003,tt0300556,Timeline,notalk,notalk,FAIL,80000000,19480739,26703184,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2003,tt0339840,Undead,ok,ok,PASS,750000,41196,229250,"Action, Comedy, Fantasy",0,1,1,0,0,0,0,1,0,3
2003,tt0320691,Underworld,dubious,dubious,FAIL,22000000,51970690,95708457,"Action, Fantasy, Thriller",0,0,1,0,0,0,0,1,1,3
2003,tt0295700,Wrong Turn,ok,ok,PASS,10000000,15417771,28649556,"Horror, Thriller",1,0,0,0,0,0,0,0,1,2
2003,tt0290334,X2 (X-Men 2),ok-disagree,ok,PASS,125000000,214949694,407711549,"Action, Sci-Fi, Thriller",0,0,1,0,1,0,0,0,1,3
2002,tt0307901,25th Hour,men,men,FAIL,4500000,13084595,25344490,Drama,0,0,0,0,0,1,0,0,0,1
2002,tt0289043,28 Days Later...,ok,ok,PASS,8000000,45064915,82955633,"Action, Drama, Horror",1,0,1,0,0,1,0,0,0,3
2002,tt0283832,8 femmes,ok-disagree,ok,PASS,8000000,3076425,42376425,"Comedy, Crime, Musical",0,1,0,0,0,0,0,0,0,1
2002,tt0298203,8 Mile,notalk,notalk,FAIL,41000000,116724075,242924075,"Drama, Music",0,0,0,0,0,1,0,0,0,1
2002,tt0257360,About Schmidt,notalk,notalk,FAIL,30000000,65005217,105823486,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2002,tt0268126,Adaptation,dubious,dubious,FAIL,18500000,22498520,22498520,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2002,tt0286261,All or Nothing,ok,ok,PASS,9000000,184255,184255,Drama,0,0,0,0,0,1,0,0,0,1
2002,tt0168786,Antwone Fisher,notalk,notalk,FAIL,12500000,21078145,23367586,"Biography, Drama",0,0,0,0,0,1,1,0,0,2
2002,tt0295178,Austin Powers in Goldmember,notalk,notalk,FAIL,63000000,213117789,292738626,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2002,tt0286499,Bend It Like Beckham,ok,ok,PASS,5600000,32543449,76730377,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2002,tt0187738,Blade II,notalk,notalk,FAIL,54000000,81676888,154338601,"Action, Fantasy, Horror",1,0,1,0,0,0,0,1,0,3
2002,tt0300532,Blue Crush,ok,ok,PASS,30000000,40118420,51618420,"Drama, Romance, Sport",0,0,0,1,0,1,0,0,0,2
2002,tt0303816,Cabin Fever,ok,ok,PASS,1500000,21158188,30351664,"Drama, Horror",1,0,0,0,0,1,0,0,0,2
2002,tt0319970,Carrie,ok,ok,PASS,30000000,35266619,85001659,"Drama, Horror",1,0,0,0,0,1,0,0,0,2
2002,tt0264464,Catch Me If You Can,notalk-disagree,notalk,FAIL,52000000,164606800,351106800,"Biography, Crime, Drama",0,0,0,0,0,1,1,0,0,2
2002,tt0299658,Chicago,ok,ok,PASS,30000000,170687518,307687518,"Comedy, Crime, Musical",0,1,0,0,0,0,0,0,0,1
2002,tt0275022,Crossroads,ok,ok,PASS,12000000,37188667,57000000,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2002,tt0266452,Death to Smoochy,men,men,FAIL,50000000,8355815,8374062,"Comedy, Crime, Drama",0,1,0,0,0,1,0,0,0,2
2002,tt0246460,Die Another Day,men-disagree,men,FAIL,142000000,160942139,431942139,"Action, Adventure, Thriller",0,0,1,0,0,0,0,0,1,2
2002,tt0303933,Drumline,notalk,notalk,FAIL,20000000,56398162,56398162,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2002,tt0238380,Equilibrium,notalk,notalk,FAIL,20000000,1190018,5345869,"Action, Drama, Sci-Fi",0,0,1,0,1,1,0,0,0,3
2002,tt0297884,Far from Heaven,ok,ok,PASS,13500000,15901849,29027914,Drama,0,0,0,0,0,1,0,0,0,1
2002,tt0120679,Frida,men-disagree,men,FAIL,12000000,25885000,55710675,"Biography, Drama, Romance",0,0,0,1,0,1,1,0,0,3
2002,tt0327753,Funny Ha Ha,ok,ok,PASS,30000,77070,77070,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2002,tt0217505,Gangs of New York,notalk,notalk,FAIL,97000000,77730500,190400000,"Crime, Drama",0,0,0,0,0,1,0,0,0,1
2002,tt0302674,Gerry,nowomen,nowomen,FAIL,7000000,254683,254683,"Adventure, Drama, Mystery",0,0,1,0,0,1,0,0,0,2
2002,tt0295297,Harry Potter and the Chamber of Secrets,ok-disagree,ok,PASS,100000000,261987880,878979634,"Adventure, Family, Fantasy",0,0,1,0,0,0,0,1,0,2
2002,tt0257756,High Crimes,ok,ok,PASS,42000000,41543207,63781100,"Crime, Drama, Mystery",0,0,0,0,0,1,0,0,0,1
2002,tt0297181,I Spy,notalk,notalk,FAIL,70000000,33561137,60279822,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2002,tt0268380,Ice Age,nowomen,nowomen,FAIL,65000000,176387405,386116343,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2002,tt0280760,Igby Goes Down,men,men,FAIL,9000000,4777465,4777465,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2002,tt0278504,Insomnia,notalk,notalk,FAIL,46000000,67263182,113622499,"Drama, Mystery, Thriller",0,0,0,0,0,1,0,0,1,2
2002,tt0275847,Lilo and Stitch,ok-disagree,ok,PASS,80000000,145771527,245800000,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2002,tt0252076,Maid in Manhattan,ok,ok,PASS,55000000,93932896,163838217,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2002,tt0303361,May,ok,ok,PASS,1750000,145540,497339,"Comedy, Drama, Horror",1,1,0,0,0,1,0,0,0,3
2002,tt0120912,Men in Black II,notalk,notalk,FAIL,140000000,190418803,441767803,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2002,tt0181689,Minority Report,notalk-disagree,notalk,FAIL,102000000,132024714,358824714,"Action, Crime, Mystery",0,0,1,0,0,0,0,0,0,1
2002,tt0280590,Mr Deeds,men,men,FAIL,50000000,126293452,171269535,"Comedy, Romance",0,1,0,1,0,0,0,0,0,2
2002,tt0259446,My Big Fat Greek Wedding,ok,ok,PASS,5000000,241438208,352242522,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2002,tt0258000,Panic Room,ok,ok,PASS,48000000,95308367,196308367,"Crime, Drama, Thriller",0,0,0,0,0,1,0,0,1,2
2002,tt0183649,Phone Booth,notalk,notalk,FAIL,11000000,46566212,97837138,"Crime, Thriller",0,0,0,0,0,0,0,0,1,1
